Naam,Adres,Latitude,Longitude,Link,Street,Postcode,City
"Nio, M.J.L.W.","Huisartsenpraktijk Eijsden, Eijsden",50.778852,5.7034549,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-nio-m-j-l-w-164299,Oude Raadhuis,6245 DE,Eijsden
"Reenen, A.H. van","Huisartsenpraktijk van Reenen, Veenendaal",52.0175979,5.5564648,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-reenen-a-h-van-332276,Nijverheidslaan,3903 AL,Veenendaal
"Summeren, T.R.K.M. van","Huisartsengroep Grave, Grave",51.7521353,5.738666,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-summeren-t-r-k-m-van-123203,Hengel,5361 PH,Grave
"Tran, T.M.D.","Huisartsenpraktijk Tran, Venlo",51.3668767,6.1494781,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-tran-t-m-d-122049,Averbodestraat,5921 ES,Venlo
"Verdoes, N.","Gezondheidscentrum Rusthofflaan, Huisartsen, Sassenheim",52.2230694,4.5254749,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-verdoes-n-259634,Rusthofflaan,2171 EX,Sassenheim
"Vries-de Haan, T. de","Gezondheidscentrum Camminghaburen, Huisartsen, Leeuwarden",53.2101512,5.8365447,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-vries-de-haan-t-de-125426,Havingastate,8925 AZ,Leeuwarden
"Wassenaar-Hrlic, I.T.","Huisartsenpraktijk Nijhof en Wassenaar-Hrlic, Leiderdorp",52.1643241,4.5294577,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-wassenaar-hrlic-i-t-259677,Ommedijk,2353 GM,Leiderdorp
"Witting, W.","Huisartspraktijk W. Witting, Drachten",53.1095326,6.1121731,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-witting-w-169129,Middelwyk,9202 GV,Drachten
"Asmuth, E.J.U. von","Von Asmuth huisartsen, Den Haag",52.0713617,4.2723678,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-asmuth-e-j-u-von-116827,Valkenboskade,2563 GZ,Den Haag
"Aberson, C.A.","Gezondheidscentrum Venserpolder, Huisartsen, Amsterdam",52.3220359,4.9473336,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-aberson-c-a-281857,Drostenburg,1102 AM,Amsterdam
"Blankers, J.F.M.","Huisartsen Krimpen Midden, Krimpen aan den IJssel",51.920407,4.6012317,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-blankers-j-f-m-117634,Groenendaal,2922 CJ,Krimpen aan den IJssel
"Schulte, S.","Huisartsenpraktijk Oud Geleen, Geleen",50.9705109,5.8380244,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-schulte-s-271097,Norbertijnenstraat,6166 AK,Geleen
"Olthof, E.","Huisartsenpraktijk van Deutekom en Olthof, Amsterdam",52.3529986,4.8684851,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-olthof-e-330270,Dufaystraat,1075 GS,Amsterdam
"Brunekreef-van de Werken, S.L.L.","Huisartsenpraktijk Weezenland, Zwolle",52.5012206,6.1092464,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-brunekreef-van-de-werken-s-l-l-321502,Zonnebloemstraat,8012 XH,Zwolle
"Timperley, S.A.","Huisartsenpraktijk Timperley, Krommenie",52.5082951,4.7603082,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-timperley-s-a-271318,Boterbloemstraat,1562 RZ,Krommenie
"Hage, R.J.","Huisartsenpraktijk Hage, Groningen",53.2050576,6.5095094,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-hage-r-j-282071,Johan Dijkstralaan,9744 DA,Groningen
"Rodenberg, E.A.","Huisartsenpraktijk Rodenberg, Leeuwarden",53.2118833,5.7872262,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-rodenberg-e-a-292595,De Drie Dukatons,8917 ET,Leeuwarden
"Bloemendal-Dankers, C.P.","Huisartsenpraktijk De Zandbloem, Woudenberg",52.0840926,5.4192245,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-bloemendal-dankers-c-p-263692,Prinses Margrietstraat,3931 CM,Woudenberg
"Bozdag, H.","Huisartsenpraktijk Bozdag, Tilburg",51.5821555,5.0818096,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-bozdag-h-271371,Franz Lisztstraat,5011 RC,Tilburg
"Broeren, M.A.G.","Huisartsenpraktijk De Turfmarkt, Zwolle",52.5127888,6.1047469,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-broeren-m-a-g-263898,Turfmarkt,8021 AA,Zwolle
"Bruin, M.","Huisartsenpraktijk Stokdijkkade, Naaldwijk",51.9958718,4.2130561,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-bruin-m-271674,Stokdijkkade,2671 GX,Naaldwijk
"Franssen, L.","Huisartsenpraktijk De Potgieter, Zeist",52.0943592,5.2424603,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-franssen-l-253877,Potgieterlaan,3702 GS,Zeist
"Groffen, A.C.C.M.","Huisartsenpraktijk Poelgeest, Oegstgeest",52.1890482,4.472841,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-groffen-a-c-c-m-116647,Gladiolenlaan,2343 TP,Oegstgeest
"Heijden-Ecury, J.V.","huisartspraktijk Ecury, Halsteren",51.5295552,4.2694173,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-heijden-ecury-j-v-240123,Gasthuisstraat,4661 JE,Halsteren
"Kir, H.","Gezondheidscentrum Oost, Huisartsen, Almere",52.3381816,5.2359528,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-kir-h-114214,Kolkgriend,1356 BC,Almere
"Mulder, H.H.","Gezondheidscentrum Lage Veld, Huisartsen, Den Haag",52.020172,4.295569,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-mulder-h-h-125977,Middenweg,2548 VE,Den Haag
"Raats, M.J.C.","Eerstelijns Medisch Centrum de Raad, Doetinchem",51.9644654,6.2930327,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-raats-m-j-c-162724,Raadhuisstraat,7001 EW,Doetinchem
"Soeters, I.","Huisartsenpraktijk Claessens en Soeters, Brunssum",50.9504107,5.9700389,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-soeters-i-122776,Dorpstraat,6441 CD,Brunssum
"Stoltenborg, A.","Huisartsenpraktijk Kerkelanden, Hilversum",52.2150128,5.1460589,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-stoltenborg-a-271512,Kerkelandenlaan,1216 RR,Hilversum
"Storm de Grave, V.D.E.A.","Huisartspraktijk Storm de Grave, Den Haag",52.0828763,4.2828047,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-storm-de-grave-v-d-e-a-281647,Sweelinckplein,2517 GR,Den Haag
"Tas, M.L.","Huisartsenpraktijk Tas, Laren",52.2550574,5.2301649,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-tas-m-l-281662,Pastoor Hendrikspark,1251 MD,Laren
"Thiele, M.","Huisartsenpraktijk Blanker en Thiele, Zwolle",52.5256031,6.0508088,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-thiele-m-296300,Voorsterweg,8042 AD,Zwolle
"Rijn, P.J. van","Huisartsenpraktijk Bellavista, Almelo",52.3540543,6.6575753,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-rijn-p-j-van-271286,Bellavistastraat,7604 AD,Almelo
"Sledsens, T.J.H.","Huisartsenpraktijk Nieuwe Baan, Herten",51.1735844,5.9595794,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-sledsens-t-j-h-122548,Nieuwe Baan,6049 ES,Merum
"Briedjlal, M.K.","Huisartsenpraktijk M.K. Briedjlal, Rotterdam",0,0,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-briedjlal-m-k-158350,,,
"Hakvoort, H.G.M.","Huisartsenpraktijk Eijsden, Eijsden",50.778852,5.7034549,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-hakvoort-h-g-m-263555,Oude Raadhuis,6245 DE,Eijsden
"Keppel, R.P.","Huisartsenpraktijk Maarn-Maarsbergen, Maarn",52.0657431,5.3722272,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-keppel-r-p-329463,Raadhuislaan,3951 CH,Maarn
"Kocks, M.J.A.","Huisartsenpraktijk De Grebbe, Praktijk Cloïn/Kocks, Rhenen",51.9600179,5.5682988,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-kocks-m-j-a-273459,Nieuwe Veenendaalseweg,3911 ME,Rhenen
"Los, F.P.","Huisartsenpraktijk 't Woud, Lelystad",52.5008413,5.4877555,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-los-f-p-125034,Griend 25,8225 SC,Lelystad
"Mahler, C.W.","Huisartsenpraktijk Mahler, Krommenie",52.5010208,4.764699,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-mahler-c-w-336356,Heiligeweg,1561 DE,Krommenie
"Markus, M.P. van","Huisartsenpraktijk Berkhout en van Markus, Den Haag",52.108922,4.2895918,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-markus-m-p-van-263783,Badhuisweg,2587 CK,Den Haag
"Roosendaal, R.W.M.","Apotheekhoudende huisartsenpraktijk de Vlaswiek, Zeeland",51.6943718,5.67362,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-roosendaal-r-w-m-121388,Puttelaar,5411 BE,Zeeland
"Sombekke, B.H.F.","Huisartsenpraktijk Sombekke, Enschede",52.2295948,6.8961509,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-sombekke-b-h-f-124265,Museumlaan,7523 JH,Enschede
"Spreij, P.R.","Medisch Centrum Oostvoorne, Huisartsenpraktijk Spreij, Oostvoorne",51.9117223,4.1016087,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-spreij-p-r-159356,Voorweg,3233 SJ,Oostvoorne
"Tewarie, A.A.","Huisartsenpraktijk Rozenburcht, Praktijk A. Tewarie, Capelle aan den IJssel",51.9234417,4.5815036,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-tewarie-a-a-279359,Nieuwe Laan,2902 BW,Capelle aan den IJssel
"Boogaart, E.J.W. van den","Huisartsenpraktijk Hapert & Hoogeloon, locatie Hoogeloon Hoogeloon, Hoogeloon",51.3974516,5.2679599,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-boogaart-e-j-w-van-den-302779,Hoofdstraat,5528 AK,Hoogeloon
"Geffen, J.T. van","Huisartsenpraktijk Jacobskerk, Brielle",51.9042235,4.165864,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-geffen-j-t-van-312899,Voorstraat,3231 BG,Brielle
"Pijper, K.","Huisartsenpraktijk Koudekerk aan de Rijn, Koudekerk aan den Rijn",52.1319879,4.5970062,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-pijper-k-268303,Hoogewaard,2396 AA,Koudekerk aan den Rijn
"Santen, J.F. van","Huisartsenpraktijk Van Santen & Bosman, Velp",51.9986282,5.9705981,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-santen-j-f-van-123550,Rozendaalselaan,6881 LD,Velp
"Schoumakers-Karper, C.F.","Huisartsenpost Venlo, Venlo",51.358743,6.156107,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-schoumakers-karper-c-f-317489,Tegelseweg,5912 PL,Venlo
"Jonge, J.J. de","Huisartsen Centrum Zorg, Huisartsenpraktijk J.J. de Jonge, Zwolle",52.5078533,6.0961433,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-jonge-j-j-de-124812,Van Karnebeekstraat,8011 JB,Zwolle
"Muinck Keizer, J.W. de","Apotheekhoudende Huisartsenpraktijk Bergentheim, Bergentheim",52.5286878,6.620431,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-muinck-keizer-j-w-de-124493,Kanaalweg-West,7691 CA,Bergentheim
"Asten, M.L.A.J. van","Huisartsenpraktijk De Esp, Eijsden",50.7780041,5.7073971,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-asten-m-l-a-j-van-338640,Breusterstraat,6245 EH,Eijsden
"Bongers, M.M.P.W.","Huisartsenpraktijk Bongers, Zeewolde",52.3295842,5.5393225,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-bongers-m-m-p-w-160997,Horsterweg,3891 EV,Zeewolde
"Daan, R.","Daan & Van Ardenne Huisartsen, Purmerend",52.5106223,4.9485127,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-daan-r-151990,Venediën,1441 AK,Purmerend
"Dijkhuis, J.E.","Huisartsen Amersfoort Zuid, Amersfoort",52.1453979,5.3917018,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-dijkhuis-j-e-336873,Vermeerstraat,3817 DJ,Amersfoort
"Graf Von Preysing-Lichtenegg-Moos, J.B.R.N.S.M.","International Health Center The Hague, Huisartsen, Den Haag",52.090769,4.3161377,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-graf-von-preysing-lichtenegg-moos-j-b-r-n-s-m-347085,Jan van Nassaustraat,2596 BS,Den Haag
"Haan, T.J. de","Huisartspraktijk de Haan, Wageningen",51.973191,5.651057,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-haan-t-j-de-250917,Binnenhaven,6709 PD,Wageningen
"Ilic, V.","Huisartsenpraktijk Westerdokters, Locatie Westerdok 720, Amsterdam",52.3860205,4.8919101,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-ilic-v-263905,Westerdok,1013 BV,Amsterdam
"Loos, J.C.W.","Huisartsenpraktijk Cothen, Cothen",51.9973038,5.3082823,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-loos-j-c-w-266907,Burgemeester van Beeck Calkoenstraat,3945 CC,Wijk bij Duurstede
"Moor, L.T.T. de","Huisartsenpraktijk Huisman en De Moor, Uitgeest",52.5311802,4.7170962,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-moor-l-t-t-de-329913,Molenwerf,1911 DB,Uitgeest
"Oosten, H.E. van","Huisartsenpraktijk Swart, Amsterdam",52.3527203,4.9395816,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-oosten-h-e-van-314758,Pascalstraat,1098 PB,Amsterdam
"Scholten, K.A.","Wijkgezondheidscentrum Lindenholt, Huisartsen, Nijmegen",51.8344991,5.7938001,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-scholten-k-a-332649,Horstacker,6546 EX,Nijmegen
"Smeets, Y.B.J.M.","Huisartsenpraktijk Montfort, Montfort",51.1248332,5.9466418,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-smeets-y-b-j-m-122244,Julianastraat,6065 AM,Montfort
"Veldhoen, P.M.","Huisartsenpraktijk D. Witsel en P.M. Veldhoen, Numansdorp",51.730312,4.4388166,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-veldhoen-p-m-118552,Burgemeester de Zeeuwstraat,3281 AJ,Numansdorp
"Vieleers-van Ommeren, K.H.","Huisartsenpraktijk Elst, Elst",51.9879575,5.4947841,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-vieleers-van-ommeren-k-h-271395,Tabaksweg,3921 CM,Rhenen
"Bont, L.E.A. de","Huisartsenpraktijk Buitenhof, Rotterdam",51.9595695,4.5349027,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-bont-l-e-a-de-158328,Niels Bohrplaats,3068 JK,Rotterdam
"Merrienboer, F.C.J. van","Huisartsengroep Nieuw Gastel, Praktijk Merrienboer, Oud Gastel",51.5877931,4.4606668,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-merrienboer-f-c-j-van-120488,Het Hof,4751 JK,Oud Gastel
"Bansraj-Badloe, S.C.A.A.","Huisartsenpraktijk Bansraj, Oostvoorne",51.9157175,4.1048377,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-bansraj-badloe-s-c-a-a-305045,Burgemeester Letteweg,3233 AG,Oostvoorne
"Haan-Deneer, L.M.H. de","Medisch Centrum Aan de Berg, Nuenen",51.4761063,5.5508702,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-haan-deneer-l-m-h-de-336351,Berg,5671 CC,Nuenen
"Pelt-Roowaan, T. van","Huisartsenpraktijk T. van Pelt-Roowaan, Meppel",52.7013683,6.1864031,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-pelt-roowaan-t-van-266567,Noordeinde,7941 AT,Meppel
"Smit-Sewbaks, S.S.","Huisartsenpraktijk Willemstad, Willemstad",51.6903666,4.4437278,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-smit-sewbaks-s-s-159333,Koningin Wilhelminalaan,4797 BN,Willemstad
"Snoeren, E.J.M.","Huisartsenpraktijk 't Weeshuis, Nijmegen",51.8480823,5.8603282,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-snoeren-e-j-m-165257,Begijnenstraat,6511 WN,Nijmegen
"Bonnes, M.A.","Huisartsenpraktijk Het Zorgkwartier, Ommen",52.5251467,6.4208235,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-bonnes-m-a-124530,Chevalleraustraat,7731 EE,Ommen
"Demirkiran, H.","Huisartsenpraktijk Demirkiran, Hoorn",52.6412828,5.0392523,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-demirkiran-h-275196,Orionstraat,1622 BR,Hoorn
"Janssen-van Hemmen, K.J.","Huisartsengroep De Poort, Praktijk K.J. Janssen-van Hemmen, Wageningen",51.9683352,5.6649566,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-janssen-van-hemmen-k-j-321374,Plantsoen,6701 AS,Wageningen
"Koolhaas-Nieboer, P.H.","Huisartsenpraktijk Het Kompas, Arnhem",51.943998,5.8624241,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-koolhaas-nieboer-p-h-271646,Randweg,6845 AC,Arnhem
"Nijman, A.N.","Huisartsen Duivendrecht, Duivendrecht",52.3322071,4.9440577,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-nijman-a-n-114347,In de Pelmolen,1115 GL,Duivendrecht
"Raabe, R.","Huisartsenpraktijk Oosthuizen, Oosthuizen",52.5731644,4.9981548,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-raabe-r-324132,Wethouder Maartje Biermanstraat,1474 KG,Oosthuizen
"Tongerloo, M.A.M.M. van","Huisartsenpraktijk IJsselmonde, Rotterdam",51.8867745,4.5517669,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-tongerloo-m-a-m-m-van-339484,Grote Hagen,3078 RC,Rotterdam
"Wassiee, A.","Huisartsenpraktijk Wassiee van Lacum, Hoogezand",53.1598766,6.7535689,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-wassiee-a-271409,Erasmusweg,9602 BG,Hoogezand
"Bouman, M.P.","Praktijk Bouman, Apotheekhoudend huisarts, Groot-Ammers",51.9235429,4.8201302,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-bouman-m-p-157132,Fortuijnplein,2964 BE,Groot-Ammers
"Os, N. van","Huisartsengroep Nieuw Gastel, Praktijk van Os, Oud Gastel",51.5877931,4.4606668,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-os-n-van-292567,Het Hof,4751 JK,Oud Gastel
"Moussavi, J.","De Nieuwe Dokter, Den Haag",52.070134,4.3393769,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-moussavi-j-318147,Mercuriusweg,2516 AW,Den Haag
"Erlings, C.","Huisartsenpraktijk De Lange Brink, Praktijk Erlings, Soest",52.183869,5.3048254,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-erlings-c-287750,Lange Brinkweg,3764 AB,Soest
"Holtrop, L.A.","Praktijk Meander, Delfgauw",52.0041214,4.3922886,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-holtrop-l-a-117266,Laan der Zeven Linden,2645 HX,Delfgauw
"Lip, W. van der","Gezondheidscentrum De Reef, Huisartsenpraktijk Buytendijk en van der Lip, Den Haag",52.0517544,4.3850921,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-lip-w-van-der-263680,Kiekendiefstraat,2496 RP,Den Haag
"Ramadhin, J.A.R.","Huisartsenpraktijk Millenaar en Ramadhin, Den Haag",52.1014449,4.3148226,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-ramadhin-j-a-r-156279,Bronovolaan,2597 AZ,Den Haag
"Verkijk, M.","Huisartsenpraktijk de Nes, Schagen",52.7925144,4.7961633,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-verkijk-m-260648,Lijsterbesstraat,1741 SN,Schagen
"Wuister, F.W.","Huisartsenpraktijk Wuister, Schiedam",51.9084761,4.4005543,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-wuister-f-w-118241,Westerkade,3116 GL,Schiedam
"Baly, C.N.E.","Huisartsenpraktijk Het Perron, Emmen",52.7905206,6.8979345,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-baly-c-n-e-282257,Stationsplein,7811 GW,Emmen
"Berger, A.C.","Medisch Centrum Molenaar, Oud-Beijerland",51.8227069,4.396209,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-berger-a-c-118498,Zoomwijckplein,3262 DA,Oud-Beijerland
"Berk, M.B.P. van den","Huisartsenpraktijk Koperslager, Hoorn",52.6560412,5.0442771,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-berk-m-b-p-van-den-159799,Koperslager,1625 AJ,Hoorn
"Cazemier, O.S.","Huisartsenpraktijk Nij Túndoarp, Sneek",53.0286149,5.6705104,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-cazemier-o-s-167992,Graaf Adolfstraat,8606 BS,Sneek
"Costongs, R.J.M.G.","Huisartsenpraktijk Voerendaal, Voerendaal",50.8788391,5.9296505,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-costongs-r-j-m-g-122695,Schilsstraat,6367 TM,Kunrade
"Daalmeijer, P.M.","Huisartsenpraktijk Randwijck, Amstelveen",52.320379,4.8684243,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-daalmeijer-p-m-227393,Hoeksewaard,1181 CD,Amstelveen
"Dijk, S.A. van","Huisartsenpraktijk Noorderpark, Assen",53.0059924,6.5584553,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-dijk-s-a-van-125655,Molenstraat,9402 JW,Assen
"Evera-Preesman, M.","Huisartsenpraktijk Admiraalsplein, Dordrecht",51.7914047,4.6555217,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-evera-preesman-m-245625,Admiraalsplein,3317 BK,Dordrecht
"Grim, V.","Huisartsenpraktijk De Kroonsteen Boven, Malden",51.7828045,5.8539314,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-grim-v-270775,Schoolstraat,6581 BG,Malden
"Hartog, A.G. den","Huisartsenpraktijk den Hartog, Alblasserdam",51.8678963,4.6595493,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-hartog-a-g-den-276803,Parallelweg,2951 BS,Alblasserdam
"Hasselt, R.M. van","Huisartsenpraktijk Van Hasselt, Velp",51.9984633,5.9700176,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-hasselt-r-m-van-165808,Rozendaalselaan,6881 LD,Velp
"Hol, T.C.","Huisartsenpraktijk Talmastraat, Oss",51.754622,5.5064487,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-hol-t-c-121289,Talmastraat,5344 GC,Oss
"Israel, P.","Huisartspraktijk Nazareth, Maastricht",50.8634813,5.7149876,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-israel-p-164198,Kasteel Erensteinstraat,6222 VH,Maastricht
"Jabroer, W.J.","Gezondheidspunt Laakwartier, Praktijk Dekker, Jabroer en Van der Schoor, Den Haag",52.0572985,4.318705,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-jabroer-w-j-116473,Goeverneurlaan,2523 CM,Den Haag
"Koekkoek, G.H.M.","Huisartsenpraktijk De Verdieping, Denekamp",52.3736311,7.0032707,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-koekkoek-g-h-m-124346,Oldenzaalsestraat,7591 GM,Denekamp
"Labruijere, M.","Huisartsenpraktijk Dintelzorg, Dinteloord",51.6357944,4.3676665,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-labruijere-m-318827,Westgroeneweg,4671 CL,Dinteloord
"Loenen, A.C.D. van","Huisartsenpraktijk van Loenen, Zaandam",52.4512495,4.8113919,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-loenen-a-c-d-van-257789,Doctor C.W.H. van Raaltenpark,1506 LW,Zaandam
"Philipsen-Verhart, A.","Huisartsenpraktijk De Goorn, De Goorn",52.6278577,4.9474926,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-philipsen-verhart-a-259387,Dwingel,1648 JM,De Goorn
"Sibma, E.","Huisartsenpraktijk de Linde, Hoogeveen",52.7210864,6.4722604,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-sibma-e-329906,van Limburg Stirumstraat,7901 AP,Hoogeveen
"Stam, M.C.","Huisartsenpraktijk De Draai, Heerhugowaard",52.665938,4.862966,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-stam-m-c-336072,Nachtegaalstraat,1706 BB,Heerhugowaard
"Steijger, H.M.","Huisartsen De Esdoorn, Dordrecht",51.7917705,4.7056473,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-steijger-h-m-159497,Esdoornlaan,3319 XE,Dordrecht
"Stet, M.M.","Huisartsenpraktijk Mulder en Stet, IJmuiden",52.4568612,4.604829,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-stet-m-m-240578,Grahamstraat,1973 RH,IJmuiden
"Strang, G.C.","Gezondheidscentrum 't Slag, Huisartsen, Rotterdam",51.8893678,4.5072166,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-strang-g-c-331747,Sandelingplein,3075 AG,Rotterdam
"Teunissen, P.H.J.","Huisartsen Helperplein, Praktijk Gietema en Teunissen, Groningen",53.1983711,6.5788898,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-teunissen-p-h-j-150579,Helperplein,9721 CX,Groningen
"Visser, R.P.","Groepspraktijk De Dorpsstraat, Huisartsenpraktijk Visser, Zoetermeer",52.0571926,4.4931088,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-visser-r-p-169090,Dorpsstraat,2712 AB,Zoetermeer
"Wagenaar, H.C.","Huisartsenpraktijk de Weide, Culemborg",51.956563,5.2356466,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-wagenaar-h-c-257818,Constantijnlaan,4101 JK,Culemborg
"Zee, G.A.M. van der","Zorggroep Almere, Huisartsenpraktijk De Notekraker, Almere",52.3704536,5.1792261,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-zee-g-a-m-van-der-124506,Wim Kanplein,1311 LH,Almere
"Sluysmans, M.M.J.H.","Medisch Centrum Nieuwenhagen, Huisartspraktijk Sluysmans, Landgraaf",50.9079975,6.0346673,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-sluysmans-m-m-j-h-122728,Beuteweg,6373 LL,Landgraaf
"Broekema, F.","Huisartspraktijk Broekema, Zaandam",52.4395775,4.8417405,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-broekema-f-115338,Noorderven,1504 AL,Zaandam
"Grunsven, A.N.M. van","Prinsengrachtpraktijk, Amsterdam",52.3779597,4.8857898,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-grunsven-a-n-m-van-114084,Prinsengracht,1015 DW,Amsterdam
"Moen, B.M.E.","Huisartsenpraktijk Moen en Warnier, Doorwerth",51.9781668,5.7933889,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-moen-b-m-e-316969,Houtsniplaan,6865 XZ,Doorwerth
